[General]
Name|Brittney
30|Ah, se esse não é o truque mais velho que existe. Desculpe, mas não vou cair nessa. Embora... Só por precaução, pode haver um toque de verdade na situação... Digamos que, se você conseguir fazer a Amy se despir nesta banheira de hidromassagem, não terá dificuldade em me convencer a fazer isso também.
31|Ah, que emocionante. Vou jogar... Vou contar a verdade!
32|Toda essa conversa sobre sexo está me excitando. Me desafia!
33|Bem, tudo bem. Mas só porque esse jogo está me excitando tanto!
34|Acho que ainda estaria um pouco coberto de água e tudo...
35|Tenho que admitir, esse jogo bobo é um pouco mais picante do que eu imaginava. Mas estou conseguindo manter a compostura...
36|Hã... bem, tínhamos uma vizinha do outro lado da rua, e ela às vezes deixava as cortinas abertas quando estava se trocando. Eu sempre me perguntei se ela podia me ver ou não, mas passei algumas noites me perguntando se eu conseguiria descobrir. Infelizmente, nunca tive a chance de dizer a ela como me sentia, mas passei algumas noites bem interessantes observando-a da minha janela...
37|Bem, tenho que admitir que tem gente muito boa nesta festa, mas devo dizer que a melhor de todas está sentada bem aqui na minha frente. 
38|Eu estava falando dela...
39|Era um vídeo de um homem estranho jogando videogame. Poodle-pie, ou Pewdiepie-alguma coisa. De qualquer forma, eu percebi que havia algo estranho nele. Aquele cara não bate bem da cabeça. Ele definitivamente não é o trator mais rápido da fazenda. Embora tenha sido um entretenimento tão interessante...
40|Não, não... mas isso não significa que eu não gostaria de...
41|Você tem me incomodado sem parar. Por que não incomoda mais a Amy? Eu gostaria de vê-la ter uma atitude diferente...
42|Meu Deus. Acho que eu estaria com esse calor mesmo se não estivesse sentada numa banheira de hidromassagem...
43|Espera aí. É disso que se trata? Você está tentando me fazer tirar a roupa para você ganhar uma caça ao tesouro? Achei que a gente estava se dando bem! Não vou mais entrar nos seus joguinhos.
44|Meu Deus! Você sabe mesmo como fazer uma mulher corar!
45|Meu Deus! Essa situação toda está ficando muito interessante...
46|Vou ficar aqui um tempo sem roupa. Isso é ótimo! Divirtam-se vocês dois... e muito obrigada por isso! Essa é a maior diversão que já tive em anos!
46.1|Vou ficar aqui um tempo sem roupa. Isso é fantástico! Continuem assim, e muito obrigada por tudo! Esta noite é a maior diversão que já tive em anos! Se continuar assim, talvez eu me inspire a me soltar um pouco mais. Papai sempre dizia: às vezes, a gente só precisa agarrar a vida pelas bolas. Se ele soubesse que minhas preferências sexuais são opostas...
47|Meu Deus. Eu costumo jogar no outro time, se é que você me entende, mas devo dizer que isso é bem impressionante...
48|Ah, parece que você encontrou o cigarro eletrônico do Patrick, né? Eu senti no bolso dele quando estava tentando pegar o celular. No começo, pensei que fosse o pênis dele... Engraçado, vi o mesmo cigarro eletrônico em uma revista em algum lugar da sala.
49|Cara, eu não te culpo. Eles são incríveis. Principalmente quando são de graça. Não vou te punir dessa vez, já que você mudou por mim esta noite, mas tudo bem? Não faça isso de novo.
50|Meu Deus! O que há de errado com você?
50.1|Estou cansado! Você precisa aprender a respeitar!
51|Cara, eu não te culpo. É espetacular. Não vou te punir desta vez, já que você mudou por mim esta noite, mas tudo bem? Não faça isso passar por isso de novo.
52|Para o inferno com você, Sancho! E para o inferno com você, Lety! Sai daqui!
52.1|Lety, beba o máximo de álcool que puder. Você não pode sentir dor se não sentir nada! BEBA!
53|O que é um sabor a mais na panela? Contanto que tragam o tempero. Vem cá.
54|Ah, bem, se isso não aquece meu coraçãozinho! Eu não tinha um refeitório na escola quando criança — minha escola ficava nos fundos de um depósito de excedentes militares —, mas sempre tive a sensação de que Darla e Janine ainda falavam mal de mim todos esses anos depois. Sempre tirando sarro de mim por ser talentosa demais para fazer a trilha de arame farpado sem me arranhar...
54.1|Tenho que admitir que, mesmo de longe, não consegui deixar de notar tudo o que você andou aprontando. E agora... nossa, que bom que voltei aqui e tropecei "acidentalmente" nisso.
55|Ah, eu adoro coisas apimentadas! Me lembra tanto de casa. Lety, você me fez sentir... bem, essas pimentas não são a única coisa que está na moda agora.
56|Sleazy Sancho, o Peixe-Sugado. Eu o conheço bem. Minha principal rival na Liga Feminina de Luta Livre na Lama é a Coochadora. Ela é muito boa, mas uma verdadeira vadia.
57|Ah, eu tenho uma boa, aquela que a Coochadora entregou na minha porta, embrulhada em jornal, como nos filmes antigos de máfia. Significa que estou dormindo com o peixe!
58|Ela te mandou? Aquela vagabunda da La Coochadora te pagou para me entregar isso? Você é parceiro dela ou algo assim?
59|Morra, peixe-diabo!
60|Mezz-cal? Isso é álcool? Ah! Tem um escorpião nesta garrafa. Que esperto... colocar uma criatura realmente perigosa numa bebida. Valeu, eu acho...
61|Bem, veja bem, o abrigo antiaéreo onde eu e as outras crianças moramos quando éramos crianças tinha um problema de infestação bem sério. Morcegos, cobras, aranhas, principalmente escorpiões.
62|É, não foi a criação mais tradicional, mas o culto do Juízo Final — quer dizer, a organização religiosa sem fins lucrativos do Juízo Final — realmente me ensinou muito. Eu sei lutar muito bem, por causa das caçadas anuais do Padre Jedidiah. Eu também fiquei bem rápido, até descalço.
63|Ele tentou mesmo! Só os fortes sobrevivem, afinal! Quando o FBI chegou, disseram que eu provavelmente teria muito TEPT por causa disso, mas me sinto bem normal! Claro, visto que o escorpião abriu um poço emocional que eu pensei ter fechado anos atrás, MAS PARECE QUE NÃO!
64|Hahahaha...hah...*choro*
65|Haha, só se você TIRAR ele dos meus dedos frios e mortos! Ah, estou brincando. É claro. É o que os conselheiros de trauma que conheci depois de sair do culto chamavam de "resposta aprendida". Provavelmente por ter que proteger cada uma das minhas refeições com uma violência desesperada e selvagem. Aqui, aproveite!
66|Ah, desculpe! Eu não sabia que vocês duas eram... bem, meu Deus!
67|Na verdade, sim. Foi depois de uma noite adorável e, bem... digamos que tenho uma admiração saudável por qualquer mulher que saiba dançar de verdade.
68|Não, obrigada, estou bem aqui. Acho que... mesmo se eu ousasse me aventurar entre essas pessoas elegantemente vestidas, já tenho uma ou duas ideias de com quem exatamente eu ficaria a noite toda. Sem ofensa.
68.1|Não, obrigada, querida, estou de olho no prêmio. PRÊMIOS, talvez. Nunca se sabe como uma noite como essa vai terminar!
69|Bem, eu nunca saberia! Que tipo de pergunta é essa para se fazer a uma dama?
70|Frank? É verdade? Você fez esse pobre garoto me fazer uma pergunta tão grosseira?
70.1|Frank? É verdade? Você fez essa pobre garota me fazer uma pergunta tão grosseira?
71|Bem, acho que garotos são garotos, mas no futuro, recomendo que você tome cuidado com a maneira como fala na presença de uma dama! E Frank, me desculpe, mas parece que você foi enganado. Pessoalmente, sou atraído principalmente por mulheres e, embora eu goste de brincar com homens de vez em quando, acho que bolas são bem nojentas, na minha opinião. Gostaria que os homens existissem numa variedade com apenas um pênis e sem bolas. Isso sim seria um sonho realizado. Bem, de qualquer forma, vocês dois se divertiram...
71.1|Bem, essa é certamente uma discussão interessante. Não sei bem por que você precisa da MINHA opinião sobre isso, mas se você realmente quer saber, Frank, odeio ter que te dar essa notícia, mas acho que você foi enganado. Pessoalmente, me sinto mais atraído por mulheres, e embora eu goste de brincar com homens de vez em quando, acho bolas bem nojentas, na minha opinião. Gostaria que os homens tivessem uma versão só com o pênis e sem bolas. Isso sim seria um sonho realizado. Bem, enfim, acho que já disse mais do que o suficiente e não me importo em elaborar. Divirtam-se vocês dois.
72|Não é bem assim que as coisas funcionam, Frank, mas tenho coisas melhores para fazer do que discutir com você. Vou deixá-lo sozinho para lutar com esses demônios na sua cabeça.
73|Bem, me sinto mais atraído por mulheres, mas gosto de brincar de vez em quando. No entanto, essas bolas enrugadas... são... tão... estranhas e nojentas! Gostaria que os homens tivessem uma versão só com pênis e sem bolas. Isso sim seria um sonho realizado.
74|Incrível! Hmph, eu consigo ver através de você, e eu não brinco com gente nojenta. Agora, vá embora!
75|Hum. Isso é uma pegadinha? Parece a premissa de um filme de terror ruim ou de um videogame maluco e pervertido. Vou manter minha resposta original, muito obrigado.
76|Ugh! Sem ofensa, Srta. Vixen. Você parece charmosa e tudo, e eu ficaria mais do que feliz em considerar sua proposta, se ela não se estendesse também a essa criatura miserável. Eu estava uma pilha de nervos quando cheguei aqui, e esse DEGENERADO só piorou minha noite. Dito isso, se você encontrar um candidato mais adequado, ou talvez queira me conhecer um pouco mais pessoalmente, não deixe de me avisar. Deixe esse lixo de lado.
76.1|Ai, meu Deus. Que proposta. Eu, uh... bem, devo admitir que estou um pouco nervosa. E tentada. Admito isso. Não, Srta. Vixen, terei que recusar sua oferta tentadora. Ouvi falar muito de você, mas não tenho tanta certeza sobre sua amiga. Além disso, todo tipo de coisa tem girado na minha cabecinha esta noite, e prefiro não sobrecarregá-la mais do que já está. Mas não seja uma estranha, ouviu?
76.2|Olha, eu sei que concordei com isso antes, mas desde então você tem sido... bem... totalmente desagradável comigo. Não, acho que não vou participar de nada disso com você, pelo menos não até você aprender boas maneiras.
77|Bem, dá um tapa na bunda dela e me chama de Sally! Vocês duas não me pegaram na hora? Eu me diverti muito esta noite, principalmente graças à sua amiga aqui, a Srta. Vixen. Ou talvez esse FOSSE o seu plano o tempo todo. Hmm? Me deixar toda excitada e depois aumentar a aposta de novo? Eu nem me importo mais. Estou com tanto tesão agora que a ideia de transar com vocês duas ao mesmo tempo parece um sonho realizado. No entanto, só para você saber... em circunstâncias normais, eu jamais concordaria com uma sugestão tão maluca. Afinal, eu sou uma dama de verdade. No entanto, todas nós precisamos nos soltar de vez em quando, não é?
77.1|Bem, eu esperava que vocês dois perguntassem de novo. Claro que estou dentro. Me mostrem o caminho, queridos!
78|Nossa! Vocês se importariam de se vestir adequadamente ANTES de tentar conversar comigo? Por favor e obrigada.
78.1|Ai, meu Deus, como se este dia não pudesse piorar. Me deixem em paz, por favor, e vistam alguma coisa. De preferência, nessa ordem.
79|A Madison precisa de mim? Eu me pergunto do que se trata. Bem, tudo bem, obrigada por me avisar, querida. Chego aí em breve.
80|M-Madison! I-Isso era para mim? Bem, eu nunca soube que você se sentia assim, e eu... bem, isso é tudo muito repentino e rápido para mim. Por que você não se veste e conversamos sobre isso mais tarde? Isso depois que eu tiver uma imagem mental. Mmmmm, garota.
80.1|M-Madison! Nossa, garota, eu nunca imaginei que você ficasse tão bem com essas roupas. Quer dizer... ah, estou ficando toda agitada e irritada. Preciso de um minuto aqui. Esta é definitivamente a festa mais louca em que já estive.
81|Ok? Bem, seria rude deixar nossa anfitriã esperando. Vou até lá.
82|Bem, graças a Deus você veio me salvar. Se não fosse por você, eu provavelmente ficaria presa neste quarto a noite toda. Vamos, me dá a blusa aqui para eu ir me trocar!
82.1|Bem, olá de novo. Ainda estou esperando aquela blusa...
83|Você esqueceu? Bem, me pinte de decepcionada, foi a única coisa que eu te pedi para fazer! Ok, eu acho. Você pode muito bem ir em frente e se divertir enquanto estiver aqui. Vou ficar aqui em cima, a menos que você encontre um jeito de eu não ser o centro das atenções se eu descer as escadas com essa coisa.
84|Ah, obrigada, querida! Você é uma salva-vidas. Vou só ao banheiro do outro lado do corredor e me troco rapidinho.
84.1|Nossa, que demorado. Mas pelo menos você finalmente me deu a maldita coisa. Vou só ao banheiro do outro lado do corredor e me troco rapidinho.
84.2|Esta é... minha blusa? Achei que você tinha dito que tinha esquecido? Foi alguma piada estranha? Tanto faz, eu deveria ficar grata por você ter lembrado. Mas, por favor, pare de brincar com as minhas emoções desse jeito, querida. Já estou estressada o suficiente!
84.3|Esta é... minha blusa? Bem, acho que não preciso mais dela, já que toda a atenção está na Stephanie, mas obrigada mesmo assim, eu acho. É meio estranho você ter mentido para mim sobre ter esquecido, mas tanto faz.
84.4|Esta é... minha blusa? Bom, acho que não preciso mais disso já que toda a atenção está em Stephanie, mas obrigada mesmo assim, eu acho.
85|Me fazendo companhia? Acho que se for só você, tudo bem.
86|Ei, querida, só queria agradecer por me ajudar hoje à noite. Finalmente sinto que consigo relaxar um pouco sem todo mundo me encarando!
87|Obrigada, querida! Me sinto muito mais confortável agora graças a você. Sei que deveria ser mais confiante, mas fui criada para manter a atenção longe de mim mesma. Minha mãe sempre me dizia que, se você busca atenção, mais cedo ou mais tarde vai procurar o diabo. Infelizmente, meus seios decidiram buscar atenção por conta própria!
88|Ok? Sou doce demais para açúcar? Sei que você nunca viu meu lado selvagem antes, mas só porque às vezes sou um pouco tímida não significa que eu não o tenha. Dê um tempo e você pode descobrir que há mais em mim do que aparenta.
89|Você sabia que eu competi no circuito feminino de luta na lama? Eu era um espetáculo, com meu peito enorme e coxas intimidadoramente fortes. Ninguém conseguia nem me abraçar porque meus peitos eram enormes, e aí eu facilmente os desequilibrava!
90|Sério mesmo! Tem uma gatinha que eu estou de olho há um tempo, mas não tenho certeza se ela vai a algum lugar ainda. Ela está aqui esta noite... nosso segredinho. Talvez, se eu criar coragem, eu possa fazer algum progresso nisso.
91|Ah, é só uma paixão de verdade. Nem sei se vai virar algo mais. Quem sabe se ela sente o mesmo? Provavelmente é mais um sonho se tornando realidade do que nunca, mas não tem problema sonhar, né?
92|Você deixou aquela pobre alma encharcada com tanta bebida que ela nem conseguiu se controlar. O pior é que você pareceu gostar de fazer isso.
93|Você conspirou com Ashley e Vickie Vixen para pregar uma peça naquela pobre garota Madison. Ele realmente admira a Vickie, o que torna tudo ainda pior!
94|Você humilhou o Frank, a ponto de ele se levantar e ir embora da festa inteira. Sei que muitos de nós não concordamos com ele ou com seus métodos, mas ele realmente merecia tudo isso?
95|O que você e o Derek fizeram com aquela pobre garota da Madison é... bem, indescritível. Eu nem consigo imaginar como me sentiria se fosse eu!
96|Você estragou a noite inteira daquela garota da Ashley. Ela sempre foi uma garota tão doce comigo, acho que ela não merecia isso!
97|Querida, me sinto muito traída pelo seu comportamento. Por um minuto pensei que poderíamos ter tido algo, mas agora está bem claro que tipo de pessoa você é.
98|Você desamarrou a blusa da Ashley na frente de todo mundo. Eu amo peitos tanto quanto qualquer outra garota, mas se alguém fizesse isso comigo, eu ficaria completamente mortificada!
99|Ah, eu sou uma bagunça, sinceramente. Sou o epítome de procurar amor nos lugares errados. Uma vez, entrei para uma seita do Juízo Final só para me aproximar de alguém que eu estava de olho, mas entre as caçadas e os rituais de sacrifício, nunca tive a chance de tentar. E desde então, tenho tentado descobrir o que realmente estou procurando... sabe... antes que o mundo acabe. Brincadeira. Cara, essas pessoas eram loucas!
100|E se meu coração tiver sentimentos por outra mulher? E se eu sentir como se houvesse um prado na minha alma me implorando para brincar, mas houver uma tempestade no horizonte e se eu sair, ela vai começar a trovejar e chover? E então acontece um terremoto gigante e um tsunami ao mesmo tempo, e eu sou arremessada a 120 metros de altura só para mergulhar de volta na água e me afogar! Desculpe! Eu me empolguei um pouco. Parece que agora eu pertenço a um hospício. Não consigo manter a cabeça no lugar pensando em tudo isso. Minhas emoções estão à flor da pele! Confiança, Brittney! Confiança!
101|Ah, querida, você está me fazendo corar! No entanto, eu nunca estive com outra mulher antes, e eu quero que ela se sinta... bem, sabe? Arrebatada pelo momento, olhos fechados, mãos na cintura. Eu teria que ter certeza, especialmente porque somos amigas. Mamãe sempre me disse que amigos são como tortas de maçã: maravilhosos de se ter por perto, mas depois que você os coloca na boca, eles somem para sempre. Eu não sei, talvez ela esteja errada nisso, mas de qualquer forma, eu teria que ter certeza!
101.1|Ei, querida? Mudou de ideia?
102|Vou te dizer uma coisa. Vamos nos encontrar e curtir um pouco a festa. No entanto, eu adoro garotas de bom coração, então continue com as boas ações e a doçura, e quem sabe você me conquista antes que a noite acabe. Estou de olho em você. Me impressione, aí talvez possamos conversar sobre essa oportunidade... e sobre esse momento.
102.1|Bem, espere. Antes que as coisas piorem entre nós, preciso confessar... Estou de olho em você esta noite, e sem querer ofender, mas acho que seu comportamento não combina com o tipo de mulher que procuro.
102.2|Bem, na verdade, querida, tenho que admitir... Estou de olho em você esta noite desde que você chegou, e isso me fez perceber como você pode ser uma boa pessoa.
103|Sinceramente, nem vou fingir que tenho ideia do que aconteceu com aquela garota e a katana, mas você a colocou em uma espécie de pé de guerra! Isso não foi muito legal!
104|Me diz você, querida. Estou prestes a me masturbar nas mãos dela. Qual é a sua jogada?
105|Aww, tem esse lado doce que estou amando esta noite. Por que não vamos para o quarto e você pode me mostrar outros lados seus que você costuma esconder com roupas?
105.1|Aww, tem esse lado doce que estou amando esta noite. Por que não me avisa quando o quarto principal estiver livre para que possamos explorar os lados um do outro?
106|Eu não gostaria de nada mais, querida. Vamos lá.
106.1|Eu não gostaria de mais nada, querida, mas acho que o quarto ainda está ocupado. Sou meio exibicionista, mas nossa primeira vez deveria ser só nós dois.
107|Quer te encontrar aqui... pronto para nos divertirmos?
108|Que tesão! Você sabe mesmo como fazer uma garota se contorcer, não é?
108.1|Que tesão! Você sabe mesmo como fazer uma garota se contorcer, não é? Estou tão feliz por ter tido uma chance com você esta noite. Isso foi absolutamente incrível para mim! Meus sentimentos não estão mais confusos e não há mais cenários de desastres naturais pairando na minha cabecinha. Devo tudo isso a você!
109|Acho que ela não vai vir... bem, não é falta de educação?
110|Outro desafio, hein? Considere-me intrigado. Bem, querida, o que é?
111|Nossa! Como você sabia que eu tenho um lado exibicionista? Não pensei que fosse explorar isso hoje à noite, mas você deixou minha cabeça girando em todos os tipos de direções pervertidas. Vamos lá! Vamos lá! Antes que eu mude de ideia!
112|Você salvou aquela pobre menina Ashley de um possível problema de guarda-roupa. Como você sabe, isso não é novidade para mim! Foi tão fofo, querida!
113|Você deu um remédio para aquele garotinho com problemas mentais para ajudar com a dor de cabeça. É tão gentil da sua parte cuidar dos outros que precisam, mesmo que eles sejam um pouco... diferentes.
114|Você ajudou aquela querida Amy com sua gincana fofa! Tirar um tempo da própria diversão para ajudar outra pessoa foi realmente fofo!
115|Você ajudou a querida Stephanie a realizar suas verdadeiras ambições. Você a inspirou a seguir sua paixão por ajudar as pessoas. Isso é incrível!
116|Bem, eu vou. Se esse não fosse o beijo mais delicioso que eu já provei. Gosto que você seja o tipo de garota que sabe o que quer. Eu te seguiria para qualquer lugar, baby. Tipo, sabe... o quarto?
116.1|Bem, me bate se esse não foi o beijo mais gostoso que eu já beijei. Gosto que você seja o tipo de garota que sabe o que quer. Parece que o quarto principal está bem... ocupado, mas quando eu estiver livre, adoraria dar uma volta com você, se é que me entende!
117|Ok? Admito que estou um pouco surpresa que você não tenha ido direto para o beijo. A maioria das pessoas é tão impaciente hoje em dia. Não que isso seja ruim! Mas se você está tentando criar algo especial comigo... bem, você está no caminho certo. Te vejo lá em um minuto.
118|Ah, é tão lindo aqui dentro, não é, baby? Isso me lembra de quando eu era pequena e saíamos escondidas do abrigo para pegar vaga-lumes. Começou com um pote, algumas risadas e uma rede, mas, à medida que crescemos, virou doce furtivo e brigas de brincadeira para sempre. Aquelas noites de luta com a Susie e a Katie foram, na verdade, o que me inspirou a entrar para a Federação de Luta Livre na Lama quando fiquei um pouco mais velha.
119|Eu entrei, e na verdade, eu era uma das melhores! Costumavam dizer que minhas coxas eram uma armadilha de aço. Depois que eu as colocava em uma garota, ela conseguia se contorcer daqui até Timbuktu sem se soltar. E deixa eu te contar, essas habilidades se aplicam muito bem a outras... atividades que envolvem as coxas, se é que você me entende.
120|Agora, aqui vai uma ideia. Vamos fazer isso acontecer.
120.1|Adorei a ideia, mas acho que essa sala pode estar um pouco cheia. Por que você não me procura quando eu estiver disponível para que possamos fazer isso acontecer?
121|Vou ser um tatu de costas, você é rápido! Bem, acho que o segredo já foi revelado. Você me pegou. Estou de olho na Amy há um tempo, mas estou muito nervoso em me aproximar dela. Não sei muito sobre os interesses dela e sinto que ficaria paralisado e não teria nada para falar que a interessasse. Se eu soubesse um pouco mais sobre ela ou tivesse alguns pontos para discutir, talvez ela se sentisse mais confiante.
121.1|Você me ajudaria com isso? Bem, obrigada, querida. Você não é a coisa mais doce do mundo? Talvez se você pudesse descobrir mais sobre ela, de um jeito discreto, isso poderia me dar alguns pontos de conversa para desenvolver alguma química com ela, e eu não ficaria tão propenso a congelar e não saber o que dizer em seguida.
122|Não é uma má ideia! Se eu soubesse de que tipo de coisas a Amy gosta e que tipo de pessoa ela é, isso me ajudaria a encontrar assuntos para conversar com ela, e eu não soaria como um idiota como costumo fazer quando estou tentando falar com uma garota bonita. Garota! Obrigada! Você é uma ótima amiga por me ajudar com isso.
123|Fantástico! Estou todo ouvidos! Você descobriu algo útil?
124|Bem, eu confio em você! Vou falar com a Amy. Entre nós, essas axilas estão começando a virar pântanos da Louisiana e tenho quase certeza de que minha língua está inchada, mas fora isso, estou bem! Hahahahaha... ha... ha...
124.1|Opa, tá, vamos tentar de novo. Você arrasa, Brittney! Lá vou eu, gata!
124.2|Ótimo! Estou no ritmo agora! Vamos ver como vai!
125|Oi, Amy. Ah. Quer dizer, oi. Eu... uh. Minha amiga estava falando sobre uma banda, Panic! at the Disco, e eu disse que deveria dar uma olhada. Mesmo que eu não saiba muito sobre eles, você já ouviu falar deles?
126|Noite divertida, né, Amy? Me faz lembrar de casa e de sair com todos os meus velhos amigos. De onde você é?
127|Amy! Que bom te ver de novo! Estou tão feliz que você decidiu vir para essa festa. Eu sei que às vezes é difícil encontrar a galera certa. Fico tão feliz que você deu uma chance ao nosso grupinho.
128|Ei, gata, eu estava ouvindo uma banda nova e eles estão realmente me agradando. Eles se chamam One Direction, você já ouviu falar deles?
129|Você deve estar tão aliviada por sair de Rhode Island, né? Ouvi dizer que é um lugar horrível, cheio de gente horrível. E aqueles sotaques horríveis! Nossa!
130|Ei, Amy, a gente devia fugir para algum lugar juntas e ver um filme de terror um dia desses. Quanto mais gorda, melhor!
131|Ei, garota! Obrigada pelos ótimos conselhos com a Amy, acho que nos demos muito bem! Que emocionante! Continue mandando sugestões, garota!
131.1|Então, o último conselho que você e a Amy me deram foi... bem, vou ser sincera, foi menos útil do que uma caixa de biscoitos quebrada. Talvez eu tenha que me virar para sair desse buraco que acabei de cavar com ela. Talvez você tenha errado alguma informação, mas espero que a próxima informação que você me der seja um pouco melhor!
132|Ok, querida, acho que você tem razão! Vou organizar meus pensamentos e depois ir até a Amy e contar a ela como realmente me sinto. Você se importa de ficar por perto caso algo saia dos trilhos?
132.1|Não sei, querida. Sinto que cada vez que falo com ela hoje à noite, tem sido um desastre atrás do outro. Estou começando a achar que não era para ser entre mim e a Amy. Vou me conformar e jogar a toalha. Obrigada pela ajuda de qualquer forma, mas acho que esse navio já zarpou.
132.2|Hmm. Não sei. Acho que talvez devêssemos esperar um pouco mais antes de me aproximar dela e contar como me sinto. A última coisa que eu quero é aquela abelhinha voando em cima de mim.
133|Oi, Amy, ouvi na festa que você estava com saudades de casa em Rhode Island, então pensei em trazer isso para te animar. Que tal uma xícara de chocolate quente?
134|Oi, querida, vi uma florzinha no jardim e ela parecia tão diferente das outras. Tão linda e vibrante. Me lembrou você, e achei que você deveria tê-la. Não é adorável?
135|Olha só, Amy! Você é universitária, então pensei que você gostaria desse dedo médio gigante de espuma! Dane-se o time visitante! Estou certa?
136|Ele... Oi, Amy, querida! Que bom que te encontrei. Olha, eu só queria dizer que me diverti muito te conhecendo esta noite, e eu... bem, acho que pode ter surgido uma faísca entre nós, e eu esperava que você sentisse o mesmo. O que você acha de encontrarmos um lugar agradável e tranquilo para... conversar?
137| 137|Oi, garota! Só queria agradecer por tudo hoje à noite. Você realmente me deu a confiança que eu precisava para me expor, e estou tão feliz que você me ajudou a encontrá-la. Você é incrível!
137.1|Como foi o show, gata? Você não sabia que eu tinha um lado exibicionista, sabia? Ficou ainda mais quente saber que você estava lá assistindo. Só queria agradecer por tudo hoje à noite. Você realmente me deu a confiança que eu precisava para me expor, e estou tão feliz por ter feito isso.
138|Uhhhh, ei, gata, foi um prazer te encontrar aqui. Você se importaria de nos dar um pouco de privacidade?
